employee_id,employee_name,department,designation,store_id,warehouse_id,hire_date,salary
847,Randy Scott,Operations,Senior Associate,5,,2018-06-27,65073
848,Sarah Webb,Marketing,Associate,83,,2020-11-24,105992
849,Amber Rodriguez,HR,Director,90,,2025-08-03,71904
850,Todd Mcdonald,Operations,Associate,,13,2015-03-02,116748
851,Christine Anderson,Sales,Senior Associate,,11,2017-04-04,55293
852,Angel Hamilton,Warehouse,Associate,76,,2020-06-29,58205
853,Breanna Soto,HR,Assistant Manager,70,,2018-09-25,31378
854,Emma Doyle,Marketing,Senior Associate,14,,2021-11-11,95953
855,John Charles,Marketing,Assistant Manager,68,,2018-12-19,34759
856,Nicole Frost,Warehouse,Assistant Manager,,20,2022-03-31,54254
857,Joe Shields,Warehouse,Associate,,22,2016-03-03,111770
858,Jerry Gray,Marketing,Senior Associate,49,,2018-08-27,84207
859,David Peterson,Finance,Associate,53,,2022-08-15,79407
860,Kenneth Gray,Operations,Associate,26,,2020-03-08,102040
861,Emily Rasmussen,Finance,Manager,67,,2022-11-07,98977
862,Danielle Gonzalez,Finance,Senior Associate,25,,2021-12-31,109556
863,Ashley Pena,Operations,Associate,35,,2018-08-12,89205
864,Melanie Carpenter,Marketing,Manager,,42,2019-09-17,69281
865,Patrick Snyder,Operations,Manager,34,,2025-08-12,40020
866,John Green,HR,Director,37,,2025-08-01,62017
867,Kyle Salazar,Warehouse,Assistant Manager,9,,2015-05-23,92882
868,Wanda Fisher,Finance,Senior Associate,72,,2022-10-05,51317
869,Susan Salinas,Marketing,Manager,,41,2020-05-26,89729
870,Marie Salinas,Warehouse,Associate,95,,2015-01-06,40274
871,Jesse Marshall,Warehouse,Senior Associate,,45,2021-12-22,33558
872,Rebecca Scott,Finance,Manager,,22,2015-04-04,61572
873,Jeffrey Hill,Marketing,Associate,18,,2018-07-04,49148
874,Yolanda Cardenas,Marketing,Director,,28,2022-08-05,108221
875,Jacob Haynes,Finance,Manager,,39,2023-12-10,62801
876,Antonio Potter,Finance,Assistant Manager,45,,2019-07-17,66530
877,Joseph Clark,Finance,Senior Associate,66,,2023-11-24,65122
878,Robert Velasquez,Marketing,Director,,41,2024-03-26,57190
879,Stephanie Cochran,Sales,Senior Associate,,28,2019-12-04,112430
880,William Gonzalez,HR,Director,85,,2016-11-26,96000
881,Jennifer Smith,Sales,Manager,19,,2022-04-02,42613
882,Janet Riggs,HR,Assistant Manager,30,,2015-02-25,47833
883,Brent Yu,Warehouse,Senior Associate,,36,2024-10-28,35452
884,Ashley Johnson,Operations,Director,96,,2019-04-09,51578
885,Sherri Miller,Marketing,Associate,12,,2023-05-12,88404
886,Alexandra Stein,Finance,Associate,,31,2023-02-05,114103
887,Amanda Turner,HR,Manager,,26,2020-03-14,72310
888,Cheryl Soto,Marketing,Director,,3,2025-09-09,35506
889,Amy Thompson,Sales,Director,49,,2023-10-05,32359
890,Robert Herrera,HR,Director,97,,2024-09-20,66146
891,Eric Patterson,Sales,Manager,,37,2016-01-13,52351
892,Kathryn Aguilar,Operations,Director,,9,2020-04-29,81061
893,Reginald Hancock,Operations,Manager,76,,2025-06-21,38882
894,Craig Parker,HR,Manager,,16,2023-12-10,49183
895,Angela Lee,HR,Associate,45,,2019-12-30,79136
896,Kathryn Moore,Finance,Assistant Manager,59,,2015-10-10,53853
897,Emily Johnson,Warehouse,Senior Associate,21,,2018-02-07,61552
898,Michelle Walker,Marketing,Associate,12,,2021-04-18,48409
899,Meghan Velasquez,Warehouse,Senior Associate,14,,2022-01-22,32738
900,Natasha Johnson,Sales,Assistant Manager,,26,2025-03-02,59757
901,Laura Atkinson,Sales,Senior Associate,66,,2016-01-09,58334
902,Amber Decker,Sales,Senior Associate,29,,2019-05-12,110662
903,Brooke Cannon,Warehouse,Senior Associate,74,,2017-12-29,110130
904,Antonio Keith,Warehouse,Manager,70,,2025-07-24,67706
905,Christopher Jackson,Marketing,Assistant Manager,82,,2016-10-29,54494
906,Whitney Potter,Sales,Assistant Manager,92,,2017-06-05,66440
907,Ryan Hernandez,Operations,Associate,89,,2018-04-11,83926
908,Janet Juarez,Marketing,Senior Associate,,26,2016-02-29,63565
909,Alexander Galvan,Sales,Assistant Manager,,19,2022-01-29,97565
910,Darrell Anderson,Warehouse,Senior Associate,40,,2020-10-09,116698
911,Matthew Lyons,Operations,Associate,,21,2021-02-18,65107
912,Amy Ray,HR,Senior Associate,,18,2024-12-24,38791
913,Sarah Molina,Marketing,Assistant Manager,,12,2019-10-07,39114
914,Jeffrey Gilbert,Operations,Assistant Manager,,23,2018-06-04,108212
915,Robert Jones,Warehouse,Associate,,48,2019-02-17,66280
916,Deborah Sims,Warehouse,Assistant Manager,,26,2023-10-21,58098
917,Lindsay Diaz,Finance,Associate,,30,2020-10-24,84984
918,Sarah Adkins,Marketing,Assistant Manager,3,,2016-11-10,115999
919,Maria Atkinson,Sales,Manager,,31,2022-08-03,67068
920,Brianna Bryant,Warehouse,Associate,41,,2023-03-15,57000
921,Kristen Collins,Finance,Senior Associate,,20,2017-10-01,107370
922,John Smith,Sales,Director,65,,2021-02-16,35624
923,Andrea Williams,Finance,Manager,44,,2021-03-14,105672
924,Ryan Smith,Operations,Assistant Manager,58,,2016-12-04,75843
925,Cheryl Jones,HR,Assistant Manager,6,,2015-02-06,29854
926,Linda Brennan,Marketing,Associate,16,,2022-11-25,48963
927,Amanda Phillips,HR,Director,94,,2021-10-08,90488
928,Charles Marshall,Marketing,Senior Associate,46,,2022-11-07,97275
929,Linda Gonzalez,HR,Assistant Manager,17,,2019-02-25,45997
930,Jessica Rodriguez,Operations,Manager,37,,2020-09-02,88472
931,Jason Beck,Finance,Manager,,21,2025-10-19,119012
932,Anthony Burton,HR,Senior Associate,28,,2017-06-24,91155
933,Andrea Atkinson,Operations,Director,30,,2022-03-07,92625
934,Ashley Adkins,Sales,Associate,73,,2016-06-15,45801
935,Yvette Atkinson,HR,Director,11,,2015-09-21,86649
936,Susan Obrien,HR,Senior Associate,31,,2025-07-13,93193
937,Cynthia Christian,Finance,Director,,43,2016-06-05,38179
938,Melanie Morrison,Sales,Associate,,47,2022-03-20,56642
939,Richard Ryan,HR,Associate,89,,2020-08-28,109198
940,Robert Gonzalez,Finance,Associate,,21,2023-11-26,119878
941,Matthew Zavala,Marketing,Manager,30,,2021-01-05,43934
942,Jessica Harrington,Marketing,Senior Associate,54,,2022-09-01,95322
943,Amanda Dixon,Operations,Manager,3,,2024-11-01,74149
944,Nancy Evans,Operations,Director,62,,2024-02-15,82317
945,Wendy Brennan,HR,Associate,,38,2022-12-10,75005
946,Joseph Waller,Warehouse,Manager,,47,2016-10-14,107774
947,Jeffery Salinas,Operations,Assistant Manager,,42,2016-11-11,68950
948,Eric Pena,Sales,Manager,18,,2020-06-19,82216
949,Jason Sanchez,Sales,Director,,41,2022-04-01,89573
950,Adam Dodson,Warehouse,Assistant Manager,11,,2022-05-04,78852
951,Amy Gray,Finance,Associate,75,,2023-08-27,108926
952,Nicholas Perry,Sales,Manager,77,,2016-02-20,49833
953,Amy Jones,Sales,Senior Associate,,42,2016-11-27,115216
954,Richard Burton,Operations,Associate,,18,2016-08-25,90386
955,Barbara Rivas,Marketing,Director,44,,2020-12-13,116325
956,Tracey Martinez,Marketing,Senior Associate,19,,2021-12-22,62467
957,Joseph Sheppard,Warehouse,Associate,,6,2016-04-09,72053
958,Kellie Long,Sales,Senior Associate,,50,2024-07-22,31963
959,Jennifer Nolan,Sales,Director,21,,2018-05-04,113006
960,Vincent Charles,Marketing,Manager,,28,2022-04-07,103077
961,Natasha Ashley,Warehouse,Director,,1,2023-04-09,55260
962,Adam Dodson,Sales,Manager,,35,2015-05-26,32772
963,Jeffrey Phillips,Marketing,Associate,15,,2024-07-06,92109
964,Crystal Ramos,HR,Senior Associate,,33,2025-09-04,89851
965,Patricia Keith,Warehouse,Associate,34,,2025-07-18,76546
966,Joshua Ryan,Warehouse,Manager,,42,2016-07-14,42418
967,Rita Lyons,Operations,Senior Associate,52,,2019-04-27,112491
968,Brandon Aguilar,Marketing,Director,91,,2017-07-23,67796
969,Chad Burton,Finance,Senior Associate,44,,2019-12-17,94659
970,Chad Lewis,Operations,Senior Associate,30,,2025-09-22,107036
971,Julie Rodriguez,Finance,Director,59,,2023-05-25,78445
972,Noah Beck,Operations,Manager,66,,2023-06-26,36686
973,Michele Espinoza,Warehouse,Associate,44,,2019-08-23,109669
974,Stephen Daniels,Finance,Manager,56,,2025-04-21,89377
975,Anna Burke,Sales,Senior Associate,,44,2025-02-13,110283
976,Leslie Moore,Finance,Assistant Manager,,31,2023-11-15,84360
977,Jennifer Wilson,Operations,Manager,,38,2023-12-17,111485
978,Natasha Evans,Finance,Assistant Manager,91,,2022-03-03,107812
979,Martha Robertson,Warehouse,Director,68,,2016-01-19,47838
980,Adam Garcia,Sales,Assistant Manager,,23,2018-02-17,43891
981,Sherri Marshall,Finance,Senior Associate,97,,2023-06-17,42741
982,Jose Graham,Operations,Senior Associate,72,,2018-08-06,101580
983,Danielle Peterson,Marketing,Manager,,42,2016-11-23,50115
984,Michelle Russell,Marketing,Manager,,15,2025-06-03,69411
985,Anthony Ramirez,Operations,Senior Associate,59,,2020-05-16,100493
986,Nancy Lewis,HR,Director,,26,2024-06-19,67435
987,James Coleman,Warehouse,Director,49,,2018-02-15,33690
988,Jessica Murphy,HR,Senior Associate,,42,2018-12-15,61284
989,Richard Simon,HR,Assistant Manager,32,,2018-10-11,36702
990,Matthew Bishop,Operations,Director,33,,2019-02-08,63472
991,David Brown,HR,Associate,,22,2019-10-25,95778
992,Rita Stein,Operations,Senior Associate,83,,2018-04-11,75836
993,Monique Murphy,Marketing,Assistant Manager,,38,2023-12-16,90088
994,Joseph Elliott,Marketing,Manager,78,,2018-08-03,37825
995,Veronica Moore,Sales,Assistant Manager,,17,2019-11-10,97013
996,Rebecca Hill,Finance,Manager,,47,2024-06-20,67106
997,Elizabeth Robinson,Marketing,Associate,34,,2019-10-23,54403
998,Alyssa Oconnell,Sales,Manager,,6,2015-02-12,87982
999,Matthew Gates,Finance,Manager,32,,2015-01-02,40404
1000,Eric Reid,Marketing,Director,27,,2019-10-19,73833
1001,Andrea Stein,Operations,Associate,87,,2022-02-18,66840
1002,Kenneth Gonzalez,HR,Associate,,31,2025-05-16,43256
1003,Tanya Thompson,Finance,Associate,,41,2016-06-09,115602
1004,Barbara Murray,Warehouse,Manager,,39,2020-12-20,61400
1005,Jeffrey Short,Operations,Director,,48,2018-03-06,31750
1006,Joseph Smith,Warehouse,Assistant Manager,,3,2019-12-15,68752
1007,David Bentley,Warehouse,Director,53,,2019-11-14,116932
1008,Danielle Shelton,Finance,Director,,26,2018-06-09,89536
1009,Leslie Hernandez,Warehouse,Assistant Manager,71,,2015-03-15,86580
1010,Jeffrey Jones,Warehouse,Assistant Manager,96,,2015-10-24,110870
1011,Wanda Graham,Marketing,Senior Associate,55,,2020-09-29,35720
1012,Stephanie Davenport,HR,Director,80,,2017-06-20,78634
1013,Barbara Fisher,Marketing,Assistant Manager,60,,2018-08-06,57515
1014,Richard Marshall,Finance,Director,89,,2015-12-30,90225
1015,Joseph Perry,Marketing,Director,41,,2015-07-19,106451
1016,Erin Patterson,Operations,Senior Associate,39,,2016-05-24,35101
1017,Ronald Ray,Marketing,Associate,,40,2019-02-24,42553
1018,Adam Fisher,Marketing,Director,,28,2016-10-19,115810
1019,Diana Lewis,Sales,Manager,62,,2017-07-18,73260
1020,Patrick Vaughan,Warehouse,Director,16,,2018-04-28,56999
1021,Samuel Peterson,Warehouse,Assistant Manager,5,,2018-03-16,42006
1022,Leonard Mitchell,Warehouse,Senior Associate,52,,2015-02-14,60594
1023,Kellie Weiss,Finance,Senior Associate,,7,2016-04-16,28459
1024,Angel Charles,Finance,Assistant Manager,48,,2025-06-14,48501
1025,Tracy Barton,Operations,Senior Associate,,40,2022-05-08,44836
1026,Chad Burke,HR,Senior Associate,,46,2016-05-12,35789
1027,William Rodriguez,Marketing,Senior Associate,52,,2018-02-13,117150
1028,Nicholas Gilbert,Warehouse,Assistant Manager,,49,2019-03-20,100684
1029,Lindsay Lewis,Marketing,Associate,64,,2024-12-17,114515
1030,Whitney Williams,HR,Associate,,15,2024-09-03,50125
1031,Michelle Carrillo,Marketing,Associate,,47,2023-06-23,54534
1032,John Anderson,Marketing,Assistant Manager,,9,2016-03-04,54007
1033,Robert Christian,Sales,Associate,,33,2020-05-24,79383
1034,Jennifer Torres,Finance,Manager,,11,2020-04-27,44725
1035,Christopher Beard,Operations,Associate,,17,2022-01-05,49664
1036,John Douglas,Finance,Manager,52,,2024-04-17,117689
1037,Brenda Nolan,Finance,Associate,,18,2018-07-13,60399
1038,Tasha Turner,Operations,Associate,,44,2021-02-15,99855
1039,Karen Bryant,Sales,Manager,35,,2017-11-25,49063
1040,Diana Elliott,Warehouse,Assistant Manager,,26,2017-04-25,113550
1041,Jose Brown,Operations,Associate,13,,2018-06-12,91832
1042,Christopher Pope,HR,Manager,51,,2023-02-03,107278
1043,Andrea Ball,Sales,Director,8,,2019-10-26,75505
1044,Jessica Frost,Sales,Assistant Manager,86,,2022-06-30,111379
1045,Nicole Cortez,Warehouse,Assistant Manager,,43,2022-08-09,61364
1046,Deborah Gray,Finance,Senior Associate,71,,2018-12-26,72071
1047,Cynthia Weiss,Operations,Director,18,,2025-07-04,33665
1048,Stacey Rasmussen,Operations,Associate,80,,2015-07-06,43689
1049,Brian James,Sales,Assistant Manager,64,,2024-11-12,98950
1050,George Douglas,Operations,Manager,,32,2015-02-01,58072
1051,Breanna Ramos,Operations,Associate,,2,2019-03-17,37384
1052,Joshua Gray,Operations,Director,53,,2024-01-30,54905
1053,Joe Diaz,Warehouse,Assistant Manager,80,,2022-07-12,60457
1054,Melanie Hernandez,Operations,Senior Associate,4,,2018-07-16,93976
1055,David Perry,Finance,Associate,,38,2024-09-28,36326
1056,John Pham,Warehouse,Assistant Manager,39,,2016-07-07,30361
1057,John Lawson,Finance,Manager,52,,2022-05-18,94618
1058,Corey Burke,HR,Associate,48,,2020-09-14,41067
1059,Richard Mccarthy,HR,Director,43,,2017-04-12,66608
1060,Michelle Miller,HR,Assistant Manager,26,,2025-02-16,90825
1061,Eric Murphy,Marketing,Manager,6,,2023-06-03,75302
1062,Jacob Lewis,Operations,Senior Associate,,45,2015-02-04,39356
1063,Kenneth Flynn,Marketing,Senior Associate,,39,2015-12-15,94440
1064,Allison Hernandez,Operations,Manager,70,,2015-08-14,32442
1065,Tanya Jackson,Sales,Associate,,30,2019-07-28,49373
1066,Darrell Smith,Finance,Senior Associate,,45,2019-08-03,38047
1067,Jennifer Turner,Marketing,Senior Associate,8,,2022-12-18,75158
1068,Kenneth James,Sales,Associate,42,,2022-06-09,91542
1069,Susan Obrien,HR,Associate,99,,2015-03-02,87791
1070,Brandy Benson,HR,Senior Associate,,33,2020-03-27,40817
1071,Whitney Johnson,Operations,Senior Associate,50,,2023-08-20,59589
1072,Angela Cooke,HR,Senior Associate,,5,2024-11-15,41460
1073,Noah Flynn,Finance,Assistant Manager,33,,2018-03-19,59528
1074,Ryan Vaughan,HR,Manager,44,,2015-06-27,49187
1075,Jennifer Burton,HR,Associate,,33,2016-09-06,96116
1076,Reginald Clark,Marketing,Director,48,,2018-09-28,97083
1077,Stephen Gross,Operations,Assistant Manager,,6,2019-11-16,103291
1078,Andrew Rodriguez,HR,Manager,,4,2018-11-12,46432
1079,Angela Johnson,Operations,Associate,,18,2015-12-30,29241
1080,Cassandra Harrington,Marketing,Director,1,,2018-09-28,31254
1081,Michele Walker,Operations,Assistant Manager,,22,2018-03-10,105600
1082,Todd Martinez,Marketing,Manager,91,,2020-05-13,111339
1083,Zachary Reed,HR,Associate,4,,2015-11-15,47482
1084,Anthony Marshall,Operations,Associate,,30,2023-09-12,108621
1085,Anna Williams,Finance,Senior Associate,,16,2019-08-03,76736
1086,Angel Baker,Operations,Senior Associate,46,,2018-07-01,45003
1087,Daniel Velasquez,Operations,Senior Associate,24,,2024-12-21,56789
1088,Cassandra Ross,Warehouse,Manager,,16,2023-03-11,52411
1089,Jesse Hill,Finance,Associate,,49,2016-07-03,98253
1090,Richard Stein,Warehouse,Senior Associate,53,,2016-08-11,45347
1091,Angel Jackson,HR,Director,,25,2015-01-09,44842
1092,Jason Holmes,HR,Director,29,,2021-03-02,94197
1093,Daniel Herrera,Operations,Associate,53,,2018-11-26,55802
1094,Erin Daniels,Operations,Assistant Manager,,7,2019-02-16,51000
1095,Noah Smith,Operations,Director,,44,2020-08-08,102317
1096,Ashley Wilson,Operations,Manager,40,,2020-12-06,113693
1097,Rachael Parker,Marketing,Senior Associate,17,,2015-01-04,79093
1098,Vanessa Simon,Warehouse,Manager,64,,2016-03-08,104142
1099,Yolanda Moore,Warehouse,Senior Associate,,16,2023-09-06,105396
1100,Michelle Sanchez,Finance,Senior Associate,25,,2025-06-28,82132
1101,Joshua Kennedy,Finance,Director,72,,2024-03-17,104332
1102,Jessica Decker,Finance,Assistant Manager,,19,2024-12-20,28822
1103,Tanya Martin,HR,Manager,99,,2020-02-06,31249
1104,Katie Hamilton,Marketing,Associate,41,,2024-02-03,109297
1105,Adam Wagner,Marketing,Director,40,,2024-09-14,40919
1106,Amanda Jones,Operations,Associate,,7,2024-10-27,94954
1107,Joshua Solis,Sales,Assistant Manager,64,,2016-08-23,66651
1108,Tricia Parker,Warehouse,Senior Associate,46,,2016-08-12,100487
1109,Yvette Wilson,Marketing,Senior Associate,89,,2019-06-06,89199
1110,Joyce Manning,Marketing,Associate,,36,2020-07-16,34607
1111,Chelsea Edwards,Finance,Senior Associate,,42,2025-07-16,58988
1112,Sarah Flores,Finance,Assistant Manager,71,,2018-07-01,93187
1113,Jason Ross,Operations,Manager,31,,2024-02-24,112782
1114,Danielle Cooke,HR,Associate,,42,2024-10-05,102022
1115,David Estes,Operations,Senior Associate,26,,2025-08-14,110051
1116,Natasha Rogers,HR,Associate,30,,2017-01-31,116010
1117,David Vaughn,Operations,Manager,72,,2017-08-29,110268
1118,Sarah Robertson,Sales,Director,79,,2017-06-02,81403
1119,Antonio Perez,Marketing,Director,13,,2023-02-01,58925
1120,Alec Gardner,Marketing,Director,56,,2022-07-22,74739
1121,Brianna Schultz,Finance,Associate,35,,2019-06-24,101203
1122,Spencer Brennan,HR,Manager,62,,2015-12-24,67136
1123,Ryan Atkinson,Operations,Associate,,31,2020-09-23,104436
1124,Ryan White,HR,Manager,99,,2023-01-21,92518
1125,Kellie Peterson,Finance,Manager,94,,2020-03-20,47257
1126,Jose Medina,HR,Assistant Manager,,26,2017-12-13,112715
1127,Alec Silva,Operations,Senior Associate,68,,2021-07-07,105855
1128,Marie Carpenter,Warehouse,Associate,,27,2022-04-09,83177
1129,Patricia Rubio,Marketing,Manager,19,,2021-07-03,45857
1130,William Rivera,Operations,Manager,,33,2024-08-08,48910
1131,Dana Garcia,Marketing,Assistant Manager,78,,2018-06-15,105228
1132,Jerry Rodriguez,Finance,Associate,13,,2021-09-15,29616
1133,Kenneth Johnson,Marketing,Assistant Manager,89,,2024-05-28,72492
1134,Sarah Taylor,HR,Manager,70,,2017-05-04,84958
1135,Matthew Chambers,Operations,Assistant Manager,35,,2018-02-05,49390
1136,Yvette Robertson,Sales,Director,,34,2015-07-17,107543
1137,Jason Smith,HR,Senior Associate,,18,2019-02-15,76053
1138,Noah Hancock,Warehouse,Assistant Manager,92,,2015-06-29,34069
1139,Christopher Clark,Sales,Associate,,7,2023-03-18,57454
1140,Eric Perry,Marketing,Director,,44,2015-12-23,64576
1141,Patricia Smith,Marketing,Manager,,17,2022-08-14,48498
1142,Wendy Edwards,Warehouse,Assistant Manager,,2,2021-05-18,114484
1143,Michelle Graham,Finance,Assistant Manager,,37,2025-11-13,61166
1144,Joseph Carpenter,Warehouse,Assistant Manager,14,,2018-10-31,74154
1145,Spencer Orr,Warehouse,Senior Associate,,23,2018-10-17,77243
1146,Michelle May,HR,Assistant Manager,,45,2017-09-03,48300
1147,Joe Brown,Warehouse,Manager,95,,2020-11-28,80248
1148,Corey Martin,Finance,Assistant Manager,50,,2017-05-31,60536
1149,Debra Jackson,Operations,Assistant Manager,24,,2016-03-31,28949
1150,Karen Boyd,Finance,Manager,,31,2025-06-08,65548
1151,Megan Larson,Marketing,Associate,42,,2022-06-21,81713
1152,Janet Evans,Marketing,Senior Associate,,35,2016-04-22,38790
1153,Eric Murray,Sales,Director,,38,2021-10-19,99703
1154,Frank Hall,Sales,Manager,,7,2018-05-09,88792
1155,Chad Spears,HR,Assistant Manager,61,,2016-12-24,56517
1156,Jason Wagner,Marketing,Senior Associate,,34,2020-03-09,82479
1157,Christopher Sanchez,Marketing,Assistant Manager,,6,2023-08-31,55936
1158,James Adkins,Marketing,Manager,28,,2015-01-02,87590
1159,Amanda Gilbert,Sales,Senior Associate,,6,2018-11-28,42162
1160,Aaron Marshall,HR,Associate,52,,2025-02-17,84192
1161,Andrea Castaneda,Finance,Senior Associate,,34,2019-05-04,33069
1162,Pamela Torres,HR,Manager,12,,2016-02-03,29533
1163,Emily Soto,Finance,Senior Associate,10,,2019-09-19,51396
1164,Christopher Short,Operations,Senior Associate,89,,2022-07-05,44050
1165,Jose Beck,Warehouse,Senior Associate,68,,2025-12-17,73146
1166,Kathleen Murphy,Warehouse,Senior Associate,18,,2021-12-01,43232
1167,Joshua Wang,Marketing,Assistant Manager,,11,2015-07-23,50490
1168,Ronald Murray,Operations,Manager,11,,2023-11-25,37011
1169,Amy Galvan,Operations,Manager,69,,2023-08-01,109595
1170,Debra Chambers,Sales,Associate,,13,2022-03-02,95663
1171,Andrew Flynn,Sales,Manager,,35,2024-11-11,48024
1172,Larry Santana,Marketing,Director,81,,2023-06-19,39052
1173,Laura Peterson,Marketing,Assistant Manager,,42,2017-07-22,106223
1174,Elizabeth Gardner,Operations,Manager,11,,2019-08-20,89473
1175,Jessica Mitchell,Finance,Senior Associate,,15,2020-07-31,109498
1176,Chelsea Peterson,HR,Senior Associate,62,,2020-05-17,44411
1177,Whitney Hunter,Marketing,Associate,,19,2022-01-10,61007
1178,Christopher Smith,Operations,Associate,,9,2022-09-20,38884
1179,Stephen Vaughan,Marketing,Assistant Manager,,33,2016-02-22,66948
1180,Gabriel Perry,Warehouse,Director,76,,2021-04-02,42952
1181,Kenneth Molina,Finance,Director,,50,2015-06-05,28382
1182,Chelsea Flores,Warehouse,Assistant Manager,20,,2020-08-17,74773
1183,Eric Deleon,Finance,Director,,17,2019-08-24,118073
1184,Whitney Wright,Warehouse,Manager,,47,2017-04-05,87384
1185,Angela Poole,Marketing,Senior Associate,,8,2025-11-25,97637
1186,Anthony Crosby,HR,Senior Associate,45,,2017-11-03,102697
1187,Keith Miller,Operations,Senior Associate,75,,2015-08-15,117444
1188,Stephen Adkins,Marketing,Assistant Manager,21,,2018-12-11,39827
1189,Matthew Perry,Finance,Associate,77,,2023-05-02,51069
1190,Anthony Wright,Warehouse,Director,70,,2015-02-07,84689
1191,Amber Salinas,Sales,Assistant Manager,24,,2020-06-03,103536
1192,Brian Jackson,Marketing,Senior Associate,,13,2019-08-04,99193
1193,Amanda Rivas,Finance,Assistant Manager,7,,2024-07-10,94942
1194,Rita Martin,Finance,Associate,45,,2015-01-12,56741
1195,Shane Salinas,Finance,Manager,27,,2015-03-11,61565
1196,Stuart James,HR,Associate,,46,2021-03-20,35333
1197,Lisa Nelson,Operations,Associate,,16,2016-12-21,56878
1198,Diana Collins,Operations,Associate,57,,2022-09-29,42347
1199,Brenda Patterson,Sales,Assistant Manager,9,,2018-01-22,114309
1200,Craig Hancock,Sales,Assistant Manager,19,,2021-03-08,36423
1201,Mary Sheppard,Finance,Director,9,,2015-06-01,61433
1202,Chad Murray,Marketing,Director,68,,2022-08-18,109623
1203,Joseph Poole,Sales,Director,34,,2020-09-13,115937
1204,Nicholas Walton,HR,Director,,2,2015-01-01,62656
1205,Guy Graham,Sales,Associate,20,,2017-12-04,70818
1206,Frank Parker,Warehouse,Assistant Manager,,15,2015-08-27,76148
1207,Crystal Estes,Finance,Assistant Manager,26,,2015-06-30,103643
1208,Kyle Rodriguez,Finance,Associate,,7,2022-09-07,98719
1209,Amber Jones,Marketing,Associate,,25,2019-09-16,76218
1210,Stacey Cruz,Operations,Director,,6,2023-11-01,62177
1211,Dennis Thompson,Marketing,Director,31,,2017-11-01,62258
1212,Megan Hamilton,Finance,Senior Associate,2,,2022-11-23,87717
1213,Brenda Ramirez,Warehouse,Associate,,44,2021-10-07,104844
1214,David Boyd,Operations,Senior Associate,,5,2022-04-17,35054
1215,Debra Adkins,Sales,Associate,50,,2024-02-09,98733
1216,Keith Pope,Marketing,Assistant Manager,16,,2022-10-13,72243
1217,David Green,Operations,Senior Associate,83,,2023-03-15,41358
1218,Samuel Martin,Operations,Associate,,25,2023-02-19,36879
1219,Michelle Murphy,Warehouse,Director,,40,2019-12-02,59007
1220,Nicholas Adams,Sales,Director,,23,2022-12-20,50842
1221,Charles Cooke,Finance,Director,,47,2024-04-06,37578
1222,Jason Flynn,Finance,Director,61,,2023-02-13,54987
1223,Craig Ball,Sales,Associate,89,,2021-09-07,104701
1224,Robert Mitchell,Sales,Assistant Manager,18,,2015-10-25,94017
1225,Leslie Burke,Sales,Assistant Manager,,18,2019-10-21,47231
1226,Todd Baker,Marketing,Assistant Manager,56,,2015-09-12,90017
1227,Thomas Lyons,Warehouse,Senior Associate,41,,2016-02-22,69556
1228,Kyle Haynes,HR,Senior Associate,26,,2018-12-21,96731
1229,Katie Bishop,Sales,Director,75,,2020-02-08,50750
1230,Elizabeth Orr,Operations,Associate,98,,2020-10-20,33681
1231,Christopher Pham,HR,Assistant Manager,70,,2024-11-26,56781
1232,Amber Scott,Operations,Assistant Manager,4,,2023-05-23,119440
1233,Rodney Martinez,HR,Assistant Manager,,11,2019-08-27,79137
1234,Jennifer Hamilton,Marketing,Manager,74,,2018-09-06,33006
1235,Jennifer Johnson,Operations,Assistant Manager,40,,2022-11-03,117736
1236,Antonio Chambers,HR,Director,78,,2018-01-10,103968
1237,Brian Martinez,Marketing,Assistant Manager,,39,2024-09-20,78020
1238,Danielle Smith,Marketing,Associate,7,,2023-08-06,96104
1239,Melanie Stein,Sales,Senior Associate,,30,2022-07-05,44998
1240,Matthew Lyons,Sales,Senior Associate,,32,2017-09-28,82442
1241,Michelle Marshall,Marketing,Senior Associate,,37,2021-11-03,111995
1242,Andrew Rogers,Marketing,Senior Associate,39,,2024-01-12,68374
1243,Randy Sims,Operations,Senior Associate,,20,2015-10-17,31583
1244,Tanya Adkins,HR,Assistant Manager,87,,2016-12-12,97656
1245,Matthew Rubio,HR,Associate,47,,2020-09-01,95168
1246,Karen Vance,Finance,Assistant Manager,54,,2018-12-15,96066
1247,James Chambers,Finance,Assistant Manager,63,,2022-10-22,87655
1248,David Barton,Warehouse,Director,66,,2019-05-31,40620
1249,Joshua Sanchez,Marketing,Associate,64,,2025-12-18,38537
1250,John Russell,Sales,Senior Associate,79,,2018-04-18,100922
1251,Patricia Adams,Sales,Director,99,,2018-12-18,106672
1252,Sharon Martinez,Marketing,Manager,83,,2015-01-14,35227
1253,Sarah Bryant,Operations,Manager,,6,2017-09-21,81454
1254,William Murphy,Marketing,Associate,48,,2017-08-04,74050
1255,Mitchell Dean,Operations,Assistant Manager,,46,2023-05-23,60203
1256,John Rubio,Warehouse,Senior Associate,51,,2018-09-18,87347
1257,Jeremy Flynn,Sales,Director,53,,2017-03-28,112107
1258,Mitchell Solis,Marketing,Senior Associate,72,,2018-06-14,103595
1259,Debra Lewis,Warehouse,Associate,43,,2021-03-10,42084
1260,Colin Haynes,Operations,Manager,27,,2023-08-23,70606
1261,Robin Johnson,Warehouse,Manager,46,,2025-10-08,114087
